WKT,ID
"MULTIPOLYGON (((-1.10128957 50.80420547,-1.10128956 50.80420734,-1.10130502 50.80420746,-1.10128491 50.80480874,-1.10128425 50.80482835,-1.10127093 50.80482826,-1.10127064 50.80482749,-1.10120961 50.80482645,-1.10120837 50.80484809,-1.10111335 50.80484664,-1.10111338 50.80482632,-1.10110688 50.80482603,-1.10110671 50.80482521,-1.10110232 50.80482524,-1.10110197 50.80482598,-1.10109448 50.80482585,-1.10109420 50.80482497,-1.10093834 50.80482275,-1.10093808 50.80482370,-1.10092493 50.80482360,-1.10092492 50.80482013,-1.10085578 50.80481920,-1.10085756 50.80474797,-1.10092711 50.80474894,-1.10092729 50.80474675,-1.10092826 50.80474676,-1.10092892 50.80471816,-1.10092834 50.80471795,-1.10092845 50.80471287,-1.10092943 50.80471281,-1.10093012 50.80468422,-1.10092945 50.80468404,-1.10092952 50.80467905,-1.10093031 50.80467899,-1.10093159 50.80465018,-1.10093074 50.80465018,-1.10093092 50.80464505,-1.10093173 50.80464506,-1.10093178 50.80463437,-1.10093324 50.80459634,-1.10093315 50.80458224,-1.10093292 50.80458231,-1.10093329 50.80457694,-1.10093412 50.80457710,-1.10093465 50.80454819,-1.10093433 50.80454844,-1.10093447 50.80454325,-1.10093537 50.80454347,-1.10093521 50.80454184,-1.10090319 50.80454148,-1.10090423 50.80451318,-1.10093540 50.80451307,-1.10093558 50.80450923,-1.10093644 50.80450919,-1.10093714 50.80448047,-1.10093664 50.80448052,-1.10093681 50.80447536,-1.10093760 50.80447540,-1.10093842 50.80444670,-1.10093776 50.80444652,-1.10093788 50.80444125,-1.10093869 50.80444138,-1.10093958 50.80441263,-1.10093887 50.80441251,-1.10093901 50.80440739,-1.10093985 50.80440747,-1.10094089 50.80437873,-1.10094001 50.80437864,-1.10094018 50.80437344,-1.10094097 50.80437356,-1.10094178 50.80434485,-1.10094114 50.80434484,-1.10094138 50.80433964,-1.10094213 50.80433968,-1.10094280 50.80431104,-1.10094221 50.80431093,-1.10094240 50.80430571,-1.10094321 50.80430577,-1.10094403 50.80427718,-1.10094336 50.80427705,-1.10094356 50.80427185,-1.10094427 50.80427187,-1.10094494 50.80424327,-1.10094434 50.80424303,-1.10094438 50.80423775,-1.10094510 50.80423764,-1.10094565 50.80422174,-1.10094505 50.80422157,-1.10094540 50.80420281,-1.10094540 50.80420281,-1.10097517 50.80420311,-1.10097517 50.80420308,-1.10128957 50.80420547,-1.10128957 50.80420547)))",BLD-2152
"MULTIPOLYGON (((-1.10586585 50.80322845,-1.10579209 50.80322791,-1.10579279 50.80319015,-1.10586655 50.80319070,-1.10586585 50.80322845)))",BLD-1141
"MULTIPOLYGON (((-1.10922234 50.79970398,-1.10912745 50.79974099,-1.10923990 50.79969713,-1.10937156 50.79983267,-1.10925911 50.79987653,-1.10912745 50.79974099,-1.10922234 50.79970398)))",BLD-1037
"MULTIPOLYGON (((-1.09281118 50.80716834,-1.09284895 50.80716370,-1.09286155 50.80720493,-1.09282378 50.80720957,-1.09281118 50.80716834)))",BLD-3179A
"MULTIPOLYGON (((-1.10146695 50.80813765,-1.10141824 50.80813727,-1.10141930 50.80808217,-1.10146800 50.80808254,-1.10146695 50.80813765)))",BLD-2269
"MULTIPOLYGON (((-1.10302691 50.80290805,-1.10290003 50.80291494,-1.10291179 50.80300190,-1.10303867 50.80299501,-1.10302691 50.80290805)))",BLD-2016
"MULTIPOLYGON (((-1.10690521 50.80612272,-1.10686755 50.80615043,-1.10694421 50.80619225,-1.10698187 50.80616454,-1.10690521 50.80612272)))",BLD-1241
"MULTIPOLYGON (((-1.10447868 50.80123840,-1.10447868 50.80126279,-1.10450786 50.80126279,-1.10450790 50.80123857,-1.10447868 50.80123840)))",BLD-1067
"MULTIPOLYGON (((-1.09371168 50.80746074,-1.09373318 50.80749689,-1.09373711 50.80749595,-1.09378709 50.80757997,-1.09400955 50.80797732,-1.09402676 50.80800806,-1.09399541 50.80801527,-1.09400958 50.80803999,-1.09401409 50.80804628,-1.09402322 50.80804422,-1.09402279 50.80804279,-1.09403665 50.80803984,-1.09403719 50.80804102,-1.09408684 50.80803000,-1.09405177 50.80796857,-1.09403892 50.80797123,-1.09381407 50.80757372,-1.09385286 50.80756474,-1.09384766 50.80755600,-1.09384316 50.80755661,-1.09383728 50.80754565,-1.09384097 50.80754440,-1.09381693 50.80750226,-1.09381256 50.80750290,-1.09380581 50.80749193,-1.09381024 50.80749088,-1.09380703 50.80748561,-1.09381391 50.80748396,-1.09378501 50.80743371,-1.09376860 50.80743741,-1.09377082 50.80744232,-1.09372612 50.80745181,-1.09372400 50.80744779,-1.09370653 50.80745167,-1.09371168 50.80746074)))",BLD-3250
"MULTIPOLYGON (((-1.09518330 50.80757578,-1.09538942 50.80757460,-1.09539234 50.80776811,-1.09518652 50.80776923,-1.09512762 50.80776944,-1.09512652 50.80771919,-1.09518569 50.80771940,-1.09518330 50.80757578)))",BLD-3247
"MULTIPOLYGON (((-1.09516935 50.80527393,-1.09496884 50.80522950,-1.09491486 50.80532732,-1.09511537 50.80537175,-1.09516935 50.80527393,-1.09516935 50.80527393)))",BLD-3229
"MULTIPOLYGON (((-1.09506855 50.80541369,-1.09495173 50.80538817,-1.09490076 50.80547940,-1.09495433 50.80549146,-1.09494054 50.80551734,-1.09500275 50.80553111,-1.09506855 50.80541369,-1.09506855 50.80541369)))",BLD-3227
"MULTIPOLYGON (((-1.09292330 50.80581990,-1.09273393 50.80584379,-1.09269653 50.80572476,-1.09288590 50.80570087,-1.09292330 50.80581990)))",BLD-3188C
"MULTIPOLYGON (((-1.09277629 50.80598030,-1.09296617 50.80595634,-1.09293408 50.80585420,-1.09284819 50.80586503,-1.09286724 50.80592567,-1.09276325 50.80593878,-1.09277629 50.80598030)))",BLD-3188A
"MULTIPOLYGON (((-1.09175208 50.80628904,-1.09147447 50.80634196,-1.09143270 50.80625398,-1.09171030 50.80620106,-1.09175208 50.80628904)))",BLD-3170
"MULTIPOLYGON (((-1.08990232 50.80703867,-1.08984320 50.80704347,-1.08983239 50.80698995,-1.08989151 50.80698516,-1.08990232 50.80703867)))",BLD-3160A
"MULTIPOLYGON (((-1.08963878 50.80606900,-1.08962977 50.80603191,-1.08959076 50.80603608,-1.08959958 50.80607334,-1.08963891 50.80606899,-1.08963878 50.80606900)))",BLD-3119
"MULTIPOLYGON (((-1.08940291 50.80503728,-1.08935106 50.80503493,-1.08935777 50.80496372,-1.08941107 50.80496618,-1.08940291 50.80503728)))",BLD-3090
"MULTIPOLYGON (((-1.09483420 50.80503074,-1.09486406 50.80505816,-1.09491308 50.80503671,-1.09488323 50.80500929,-1.09483420 50.80503074)))",BLD-3083
"MULTIPOLYGON (((-1.09260457 50.80434300,-1.09259273 50.80431227,-1.09256922 50.80425127,-1.09247898 50.80426599,-1.09250237 50.80432684,-1.09250437 50.80432664,-1.09251648 50.80435742,-1.09260457 50.80434300)))",BLD-3078
"MULTIPOLYGON (((-1.09468166 50.80401008,-1.09461531 50.80402106,-1.09461579 50.80402294,-1.09460769 50.80402449,-1.09460713 50.80402299,-1.09453654 50.80403417,-1.09453718 50.80403599,-1.09452653 50.80403758,-1.09452551 50.80403574,-1.09441160 50.80405432,-1.09441211 50.80405621,-1.09440252 50.80405755,-1.09440145 50.80405580,-1.09428775 50.80407401,-1.09428782 50.80407559,-1.09427854 50.80407712,-1.09427789 50.80407518,-1.09416339 50.80409377,-1.09416383 50.80409541,-1.09415455 50.80409692,-1.09415382 50.80409495,-1.09408025 50.80410674,-1.09408102 50.80410877,-1.09407196 50.80411013,-1.09407101 50.80410828,-1.09402087 50.80411600,-1.09402154 50.80411826,-1.09401216 50.80411972,-1.09401136 50.80411775,-1.09396835 50.80412465,-1.09391557 50.80413312,-1.09391614 50.80413522,-1.09390537 50.80413691,-1.09390461 50.80413500,-1.09379843 50.80415199,-1.09379919 50.80415396,-1.09378817 50.80415583,-1.09378717 50.80415382,-1.09365247 50.80417533,-1.09365310 50.80417745,-1.09364333 50.80417898,-1.09364247 50.80417691,-1.09364253 50.80417701,-1.09355760 50.80419070,-1.09355725 50.80418970,-1.09347786 50.80420255,-1.09347816 50.80420350,-1.09347171 50.80420455,-1.09347156 50.80420353,-1.09338922 50.80421687,-1.09338950 50.80421782,-1.09338306 50.80421881,-1.09338303 50.80421776,-1.09330103 50.80423096,-1.09330039 50.80423212,-1.09329430 50.80423312,-1.09329418 50.80423201,-1.09321177 50.80424553,-1.09321164 50.80424644,-1.09320549 50.80424740,-1.09320536 50.80424642,-1.09311990 50.80426042,-1.09311997 50.80426130,-1.09311365 50.80426231,-1.09311346 50.80426148,-1.09301064 50.80427834,-1.09290669 50.80401300,-1.09346494 50.80392340,-1.09334528 50.80363832,-1.09335086 50.80363741,-1.09335231 50.80363827,-1.09339583 50.80363131,-1.09339648 50.80363012,-1.09342584 50.80362548,-1.09342640 50.80362640,-1.09344406 50.80362331,-1.09344344 50.80362260,-1.09351626 50.80361104,-1.09351681 50.80361196,-1.09353036 50.80360966,-1.09353005 50.80360883,-1.09359060 50.80359909,-1.09359095 50.80359990,-1.09360491 50.80359774,-1.09360443 50.80359689,-1.09366082 50.80358788,-1.09366099 50.80358873,-1.09367461 50.80358636,-1.09367453 50.80358567,-1.09369062 50.80358312,-1.09369520 50.80358239,-1.09369543 50.80358315,-1.09369544 50.80358321,-1.09369581 50.80358315,-1.09370938 50.80358106,-1.09370886 50.80358018,-1.09374851 50.80357381,-1.09374190 50.80355775,-1.09389926 50.80353184,-1.09390587 50.80354806,-1.09397938 50.80353633,-1.09430808 50.80348359,-1.09430220 50.80346743,-1.09434609 50.80346101,-1.09434408 50.80345610,-1.09435405 50.80345455,-1.09435570 50.80345863,-1.09442557 50.80344726,-1.09442420 50.80344317,-1.09443395 50.80344159,-1.09443579 50.80344577,-1.09447937 50.80343874,-1.09450410 50.80350187,-1.09450207 50.80350226,-1.09450541 50.80351066,-1.09450753 50.80351036,-1.09453308 50.80357598,-1.09453144 50.80357593,-1.09453539 50.80358463,-1.09453647 50.80358458,-1.09453859 50.80358950,-1.09454225 50.80359832,-1.09453337 50.80359987,-1.09453362 50.80360081,-1.09452893 50.80360172,-1.09453250 50.80361029,-1.09453382 50.80360982,-1.09453966 50.80362416,-1.09455036 50.80365144,-1.09455352 50.80365092,-1.09455579 50.80365660,-1.09455268 50.80365710,-1.09456701 50.80369224,-1.09468166 50.80401008,-1.09468166 50.80401008)))",BLD-3069
"MULTIPOLYGON (((-1.09331644 50.80216668,-1.09326512 50.80218839,-1.09330147 50.80222288,-1.09335278 50.80220118,-1.09331644 50.80216668)))",BLD-3009
"MULTIPOLYGON (((-1.10172676 50.80820605,-1.10161015 50.80820508,-1.10157869 50.80816828,-1.10157874 50.80807383,-1.10172991 50.80807387,-1.10172676 50.80820605)))",BLD-2268
"MULTIPOLYGON (((-1.10608294 50.80802089,-1.10607881 50.80816018,-1.10592911 50.80815732,-1.10593653 50.80801773,-1.10608294 50.80802089)))",BLD-2259
"MULTIPOLYGON (((-1.10590279 50.80478264,-1.10581405 50.80478149,-1.10580802 50.80496866,-1.10589676 50.80496981,-1.10590279 50.80478264)))",BLD-2175
"MULTIPOLYGON (((-1.10550617 50.80486581,-1.10565480 50.80486695,-1.10565291 50.80496599,-1.10550427 50.80496485,-1.10550617 50.80486581)))",BLD-2176
"MULTIPOLYGON (((-1.10550804 50.80433243,-1.10564191 50.80433404,-1.10563961 50.80442736,-1.10550515 50.80442545,-1.10550804 50.80433243)))",BLD-2173
"MULTIPOLYGON (((-1.10102487 50.80495016,-1.10127968 50.80495361,-1.10128285 50.80486091,-1.10102801 50.80485752,-1.10102487 50.80495016)))",BLD-2155
"MULTIPOLYGON (((-1.09738046 50.80355269,-1.09821172 50.80355912,-1.09817650 50.80538838,-1.09813580 50.80538807,-1.09734521 50.80538195,-1.09738046 50.80355269)))",BLD-2122
"MULTIPOLYGON (((-1.09986142 50.80289010,-1.09978057 50.80286023,-1.09973075 50.80291430,-1.09973242 50.80291505,-1.09970765 50.80294275,-1.09978390 50.80297099,-1.09980961 50.80294360,-1.09981114 50.80294416,-1.09986171 50.80289023,-1.09986142 50.80289010)))",BLD-2034
"MULTIPOLYGON (((-1.09531191 50.80286953,-1.09545872 50.80280280,-1.09543858 50.80278503,-1.09529179 50.80285176,-1.09531191 50.80286953)))",BLD-2062
"MULTIPOLYGON (((-1.09815225 50.80260847,-1.09815458 50.80249521,-1.09823644 50.80249582,-1.09823743 50.80247168,-1.09834870 50.80247257,-1.09834930 50.80242945,-1.09808166 50.80242716,-1.09807866 50.80260795,-1.09815225 50.80260847)))",BLD-2057
"MULTIPOLYGON (((-1.10286938 50.80240012,-1.10278568 50.80240142,-1.10278454 50.80237175,-1.10286824 50.80237046,-1.10286938 50.80240012)))",BLD-2004
"MULTIPOLYGON (((-1.10370317 50.80169427,-1.10370627 50.80164628,-1.10378076 50.80164821,-1.10377742 50.80169620,-1.10370317 50.80169427)))",BLD-2001
"MULTIPOLYGON (((-1.10791848 50.80571611,-1.10795228 50.80571654,-1.10795419 50.80565627,-1.10792040 50.80565584,-1.10791848 50.80571611,-1.10791848 50.80571611)))",BLD-1231
"MULTIPOLYGON (((-1.11065359 50.80413720,-1.11092799 50.80414218,-1.11092617 50.80417907,-1.11065177 50.80417409,-1.11065359 50.80413720,-1.11065359 50.80413720)))",BLD-1164
"MULTIPOLYGON (((-1.10961692 50.80129707,-1.10957523 50.80128314,-1.10955326 50.80130956,-1.10959495 50.80132349,-1.10961692 50.80129707)))",BLD-1102
"MULTIPOLYGON (((-1.10489119 50.80228558,-1.10488484 50.80228491,-1.10485858 50.80227544,-1.10481146 50.80232745,-1.10484066 50.80233801,-1.10484153 50.80234115,-1.10484566 50.80233876,-1.10484769 50.80233750,-1.10484971 50.80233622,-1.10485168 50.80233493,-1.10485362 50.80233362,-1.10485634 50.80233156,-1.10485814 50.80233016,-1.10485991 50.80232876,-1.10486165 50.80232734,-1.10486337 50.80232591,-1.10486504 50.80232445,-1.10486729 50.80232237,-1.10486886 50.80232087,-1.10487042 50.80231936,-1.10487194 50.80231783,-1.10487342 50.80231630,-1.10487482 50.80231474,-1.10487657 50.80231258,-1.10487783 50.80231096,-1.10487905 50.80230934,-1.10488024 50.80230770,-1.10488138 50.80230606,-1.10488277 50.80230374,-1.10488375 50.80230205,-1.10488471 50.80230035,-1.10488562 50.80229865,-1.10488650 50.80229694,-1.10488802 50.80229368,-1.10488875 50.80229194,-1.10488945 50.80229020,-1.10489012 50.80228845,-1.10489076 50.80228670,-1.10489119 50.80228558)))",BLD-1120
"MULTIPOLYGON (((-1.10484434 50.80217560,-1.10484072 50.80227110,-1.10489243 50.80227189,-1.10489605 50.80217639,-1.10484434 50.80217560,-1.10484434 50.80217560)))",BLD-1120
"MULTIPOLYGON (((-1.10466179 50.80206058,-1.10477986 50.80214028,-1.10484855 50.80209900,-1.10472973 50.80201975,-1.10466179 50.80206058,-1.10466179 50.80206058)))",BLD-1074
"MULTIPOLYGON (((-1.10442586 50.80216997,-1.10439126 50.80214190,-1.10443711 50.80211874,-1.10439950 50.80208770,-1.10457072 50.80200277,-1.10459730 50.80202458,-1.10455708 50.80204476,-1.10457915 50.80206321,-1.10451881 50.80209348,-1.10454162 50.80211271,-1.10442586 50.80216997)))",BLD-1073
"MULTIPOLYGON (((-1.10467849 50.80312503,-1.10475133 50.80312189,-1.10474359 50.80305331,-1.10467075 50.80305644,-1.10467849 50.80312503,-1.10467849 50.80312503)))",BLD-1133
"MULTIPOLYGON (((-1.10477344 50.80373290,-1.10477553 50.80362279,-1.10471614 50.80362233,-1.10468209 50.80362445,-1.10468005 50.80373219,-1.10477344 50.80373290,-1.10477344 50.80373290)))",BLD-1138
"MULTIPOLYGON (((-1.10906340 50.80049234,-1.10876164 50.80055188,-1.10876812 50.80056509,-1.10866822 50.80058456,-1.10861054 50.80047042,-1.10901412 50.80039072,-1.10906340 50.80049234)))",BLD-1060
"MULTIPOLYGON (((-1.09116900 50.80616630,-1.09103444 50.80618983,-1.09104514 50.80621438,-1.09117969 50.80619085,-1.09116900 50.80616630)))",BLD-3170B
"MULTIPOLYGON (((-1.09090284 50.80761657,-1.09089545 50.80763198,-1.09096255 50.80764489,-1.09096994 50.80762948,-1.09090284 50.80761657)))",BLD-3160D
"MULTIPOLYGON (((-1.11047865 50.80483325,-1.10993883 50.80482913,-1.10994310 50.80460428,-1.11048172 50.80460839,-1.11047865 50.80483325)))",BLD-1200
"MULTIPOLYGON (((-1.09100934 50.80754818,-1.09094202 50.80753508,-1.09092507 50.80757005,-1.09099239 50.80758315,-1.09100934 50.80754818)))",BLD-3160B
"MULTIPOLYGON (((-1.09098655 50.80747518,-1.09097767 50.80749027,-1.09104337 50.80750580,-1.09105225 50.80749071,-1.09098655 50.80747518)))",BLD-3160C
"MULTIPOLYGON (((-1.10124819 50.80330835,-1.10123525 50.80318847,-1.10115753 50.80319127,-1.10117048 50.80331035,-1.10124819 50.80330835,-1.10124819 50.80330835)))",BLD-2025D
"MULTIPOLYGON (((-1.10159832 50.80318386,-1.10159778 50.80317554,-1.10160069 50.80317528,-1.10160007 50.80316922,-1.10159707 50.80316946,-1.10159418 50.80314232,-1.10159731 50.80314219,-1.10159654 50.80313613,-1.10159353 50.80313628,-1.10159064 50.80310915,-1.10159361 50.80310903,-1.10159299 50.80310288,-1.10158998 50.80310302,-1.10158710 50.80307601,-1.10159005 50.80307588,-1.10158941 50.80306987,-1.10158631 50.80306979,-1.10158644 50.80306980,-1.10158356 50.80304279,-1.10158653 50.80304266,-1.10158590 50.80303666,-1.10158290 50.80303654,-1.10158003 50.80300963,-1.10158286 50.80300951,-1.10158245 50.80300335,-1.10157963 50.80300368,-1.10157756 50.80297517,-1.10157934 50.80297504,-1.10157856 50.80296907,-1.10157789 50.80296915,-1.10157596 50.80295073,-1.10121542 50.80296571,-1.10121825 50.80299182,-1.10122108 50.80299177,-1.10122428 50.80301875,-1.10122139 50.80301897,-1.10122215 50.80302623,-1.10122497 50.80302631,-1.10122774 50.80305208,-1.10122486 50.80305223,-1.10122569 50.80305946,-1.10122857 50.80305942,-1.10123120 50.80308514,-1.10122859 50.80308531,-1.10122927 50.80309262,-1.10123213 50.80309255,-1.10123481 50.80311820,-1.10123207 50.80311843,-1.10123281 50.80312574,-1.10123574 50.80312572,-1.10123838 50.80315140,-1.10123574 50.80315173,-1.10123668 50.80315899,-1.10123939 50.80315899,-1.10124199 50.80318463,-1.10123894 50.80318492,-1.10123985 50.80319221,-1.10124311 50.80319234,-1.10124381 50.80319905,-1.10159832 50.80318386,-1.10159832 50.80318386)))",BLD-2026
"MULTIPOLYGON (((-1.10114383 50.80306197,-1.10115560 50.80317183,-1.10123348 50.80316869,-1.10122170 50.80305883,-1.10114383 50.80306197,-1.10114383 50.80306197)))",BLD-2025C
"MULTIPOLYGON (((-1.09139928 50.80610280,-1.09141401 50.80613662,-1.09125056 50.80616521,-1.09123583 50.80613139,-1.09139928 50.80610280)))",BLD-3170A
"MULTIPOLYGON (((-1.11126501 50.80223254,-1.11126732 50.80232530,-1.11114558 50.80232621,-1.11114335 50.80223366,-1.11126501 50.80223254,-1.11126501 50.80223254)))",BLD-1096A
"MULTIPOLYGON (((-1.09722650 50.80369735,-1.09722275 50.80369733,-1.09722285 50.80369208,-1.09720963 50.80369198,-1.09720950 50.80369917,-1.09681377 50.80369527,-1.09672888 50.80369443,-1.09667842 50.80366251,-1.09667985 50.80360559,-1.09668243 50.80350009,-1.09673419 50.80346947,-1.09681791 50.80347014,-1.09721503 50.80347416,-1.09721496 50.80348139,-1.09722988 50.80348150,-1.09722998 50.80347610,-1.09732800 50.80347725,-1.09732790 50.80348265,-1.09734282 50.80348277,-1.09734290 50.80347554,-1.09744029 50.80347639,-1.09749084 50.80351127,-1.09748979 50.80355353,-1.09738046 50.80355269,-1.09737760 50.80370108,-1.09733722 50.80370060,-1.09733736 50.80369296,-1.09732414 50.80369286,-1.09732405 50.80369809,-1.09732031 50.80369806,-1.09731911 50.80374525,-1.09722606 50.80374423,-1.09722650 50.80369735)))",BLD-2111
"MULTIPOLYGON (((-1.09532518 50.80711482,-1.09532357 50.80715951,-1.09523859 50.80715848,-1.09523911 50.80711401,-1.09525054 50.80711413,-1.09525059 50.80711197,-1.09525627 50.80711201,-1.09525636 50.80710843,-1.09530941 50.80710895,-1.09530932 50.80711255,-1.09531500 50.80711260,-1.09531495 50.80711472,-1.09532518 50.80711482)))",BLD-3237
"MULTIPOLYGON (((-1.10252942 50.80505917,-1.10253252 50.80493317,-1.10248477 50.80493284,-1.10248452 50.80494623,-1.10246530 50.80494608,-1.10246531 50.80494558,-1.10231144 50.80494447,-1.10230909 50.80505738,-1.10252942 50.80505917)))",BLD-2202
"MULTIPOLYGON (((-1.10761912 50.79874951,-1.10763197 50.79874275,-1.10768424 50.79878219,-1.10776006 50.79874346,-1.10790577 50.79885800,-1.10757315 50.79902854,-1.10742626 50.79891533,-1.10750329 50.79887532,-1.10745037 50.79883380,-1.10746385 50.79882722,-1.10761912 50.79874951,-1.10761912 50.79874951)))",BLD-1003
"MULTIPOLYGON (((-1.10691207 50.80379727,-1.10692313 50.80379748,-1.10692335 50.80379672,-1.10702811 50.80379865,-1.10702812 50.80379963,-1.10753785 50.80380950,-1.10754972 50.80350710,-1.10692154 50.80349511,-1.10691207 50.80379727,-1.10691207 50.80379727)))",BLD-1143
"MULTIPOLYGON (((-1.10501366 50.80810200,-1.10501434 50.80807055,-1.10519306 50.80807239,-1.10518845 50.80826206,-1.10500996 50.80826033,-1.10501009 50.80822943,-1.10501366 50.80810200,-1.10501366 50.80810200)))",BLD-2261
"MULTIPOLYGON (((-1.11011802 50.80168086,-1.11005701 50.80168040,-1.11005658 50.80170303,-1.11011759 50.80170349,-1.11011802 50.80168086)))",BLD-1103
"MULTIPOLYGON (((-1.09525662 50.80823814,-1.09525857 50.80817117,-1.09531232 50.80817164,-1.09531037 50.80823861,-1.09525662 50.80823814)))",BLD-3249
"MULTIPOLYGON (((-1.09501478 50.80668959,-1.09501478 50.80668959,-1.09498459 50.80668947,-1.09498563 50.80662061,-1.09498662 50.80656940,-1.09505983 50.80656996,-1.09506071 50.80652434,-1.09505953 50.80652438,-1.09505967 50.80651942,-1.09506129 50.80651950,-1.09506183 50.80646971,-1.09506058 50.80646951,-1.09506060 50.80646445,-1.09506154 50.80646433,-1.09506287 50.80641461,-1.09506162 50.80641459,-1.09506157 50.80640960,-1.09506287 50.80640963,-1.09506355 50.80636005,-1.09506263 50.80635981,-1.09506281 50.80635465,-1.09506431 50.80635473,-1.09506500 50.80630494,-1.09506356 50.80630486,-1.09506360 50.80629964,-1.09506493 50.80629958,-1.09506610 50.80624976,-1.09506446 50.80624973,-1.09506457 50.80624264,-1.09506318 50.80624262,-1.09506319 50.80624122,-1.09507847 50.80624133,-1.09507863 50.80624263,-1.09511855 50.80624337,-1.09511843 50.80624178,-1.09512989 50.80624200,-1.09512989 50.80624346,-1.09517043 50.80624368,-1.09517088 50.80624235,-1.09518236 50.80624241,-1.09518222 50.80624382,-1.09522184 50.80624461,-1.09522243 50.80624280,-1.09523375 50.80624293,-1.09523376 50.80624489,-1.09527461 50.80624509,-1.09527506 50.80624320,-1.09528652 50.80624332,-1.09528708 50.80624459,-1.09532622 50.80624487,-1.09532651 50.80624364,-1.09534213 50.80624381,-1.09534213 50.80625326,-1.09533805 50.80625334,-1.09533774 50.80627405,-1.09533936 50.80627409,-1.09533903 50.80628035,-1.09533760 50.80628042,-1.09533728 50.80630099,-1.09534103 50.80630113,-1.09534096 50.80630834,-1.09533679 50.80630813,-1.09533656 50.80632896,-1.09533813 50.80632909,-1.09533789 50.80633518,-1.09533650 50.80633526,-1.09533605 50.80635603,-1.09533995 50.80635606,-1.09533985 50.80636315,-1.09533618 50.80636354,-1.09533585 50.80641084,-1.09533926 50.80641089,-1.09533855 50.80641774,-1.09533492 50.80641818,-1.09533446 50.80643901,-1.09533596 50.80643897,-1.09533606 50.80644500,-1.09533406 50.80644519,-1.09533429 50.80646569,-1.09533796 50.80646589,-1.09533771 50.80647299,-1.09533419 50.80647367,-1.09533353 50.80649368,-1.09533505 50.80649382,-1.09533495 50.80649994,-1.09533344 50.80650005,-1.09533318 50.80652070,-1.09533713 50.80652084,-1.09533685 50.80652803,-1.09533368 50.80652836,-1.09533279 50.80657539,-1.09533604 50.80657571,-1.09533551 50.80658309,-1.09533167 50.80658414,-1.09533191 50.80660341,-1.09533321 50.80660369,-1.09533315 50.80660963,-1.09533101 50.80661018,-1.09533103 50.80663051,-1.09533496 50.80663077,-1.09533460 50.80663774,-1.09533086 50.80663877,-1.09533067 50.80665834,-1.09533208 50.80665853,-1.09533209 50.80666467,-1.09533056 50.80666469,-1.09533024 50.80668544,-1.09533411 50.80668557,-1.09533399 50.80669509,-1.09532998 50.80669522,-1.09532998 50.80670233,-1.09532359 50.80670219,-1.09532303 50.80673047,-1.09532919 50.80673059,-1.09532919 50.80673924,-1.09533548 50.80673939,-1.09533543 50.80674873,-1.09532946 50.80674894,-1.09532946 50.80674904,-1.09532852 50.80677836,-1.09532830 50.80679201,-1.09533466 50.80679209,-1.09533438 50.80680112,-1.09532929 50.80680107,-1.09532790 50.80684425,-1.09533291 50.80684432,-1.09533262 50.80685345,-1.09532763 50.80685339,-1.09532698 50.80687272,-1.09532621 50.80689563,-1.09533277 50.80689601,-1.09533153 50.80690540,-1.09532660 50.80690487,-1.09532527 50.80694758,-1.09533136 50.80694793,-1.09533139 50.80695701,-1.09532620 50.80695737,-1.09532422 50.80699975,-1.09533054 50.80699987,-1.09533044 50.80700912,-1.09532506 50.80700957,-1.09532320 50.80705179,-1.09532961 50.80705199,-1.09532946 50.80706108,-1.09532414 50.80706177,-1.09532233 50.80710142,-1.09532219 50.80710451,-1.09532861 50.80710471,-1.09532839 50.80711485,-1.09531495 50.80711472,-1.09531500 50.80711260,-1.09530932 50.80711255,-1.09530941 50.80710895,-1.09525636 50.80710843,-1.09525627 50.80711203,-1.09525059 50.80711197,-1.09525054 50.80711413,-1.09523764 50.80711400,-1.09523769 50.80711184,-1.09523201 50.80711179,-1.09523210 50.80710819,-1.09517905 50.80710767,-1.09517896 50.80711126,-1.09517328 50.80711121,-1.09517323 50.80711332,-1.09515976 50.80711319,-1.09516007 50.80710418,-1.09516207 50.80710420,-1.09516305 50.80705994,-1.09516139 50.80705992,-1.09516165 50.80705091,-1.09516325 50.80705092,-1.09516419 50.80700781,-1.09516261 50.80700779,-1.09516279 50.80699830,-1.09516440 50.80699831,-1.09516525 50.80695983,-1.09516361 50.80695981,-1.09516358 50.80695575,-1.09515726 50.80695571,-1.09515727 50.80695462,-1.09510157 50.80695406,-1.09510155 50.80695539,-1.09508661 50.80695531,-1.09508663 50.80695391,-1.09502544 50.80695330,-1.09502542 50.80695436,-1.09500946 50.80695431,-1.09500966 50.80694499,-1.09501610 50.80694504,-1.09501694 50.80690200,-1.09501047 50.80690194,-1.09501054 50.80689268,-1.09501712 50.80689274,-1.09501795 50.80685011,-1.09501131 50.80685005,-1.09501150 50.80684065,-1.09501813 50.80684070,-1.09501897 50.80679795,-1.09501212 50.80679789,-1.09501245 50.80678858,-1.09501915 50.80678863,-1.09501998 50.80674597,-1.09501311 50.80674591,-1.09501324 50.80673659,-1.09502016 50.80673665,-1.09502096 50.80669549,-1.09501470 50.80669543,-1.09501479 50.80668959,-1.09501478 50.80668959)))",BLD-3236
